sample_accession	run_accession	library_layout	organism	Platform	UMI	study_accession	Tissue	Covariate	Age	integration_group	TissueNote	Source	bam10x	Comment	biosample	Organ
SRS3675528	SRR7700327	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA	Tissue	NA		SAMN09840802	Eye
SRS3675544	SRR7700342	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA	Tissue	NA		SAMN09840969	Eye
SRS3675564	SRR7700362	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA	Tissue	NA		SAMN09840907	Eye
SRS3675570	SRR7700368	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA	Tissue	NA		SAMN09840901	Eye
SRS3675575	SRR7700372	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA	Tissue	NA		SAMN09840897	Eye
SRS3675573	SRR7700373	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA	Tissue	NA		SAMN09840896	Eye
SRS3675587	SRR7700386	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA	Tissue	NA		SAMN09840935	Eye
SRS3675593	SRR7700392	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA	Tissue	NA		SAMN09840882	Eye
SRS3675604	SRR7700404	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA	Tissue	NA		SAMN09840870	Eye
SRS3675608	SRR7700406	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA	Tissue	NA		SAMN09840923	Eye
SRS3675607	SRR7700407	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA	Tissue	NA		SAMN09840922	Eye
SRS3675609	SRR7700408	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA	Tissue	NA		SAMN09840921	Eye
SRS3675626	SRR7700424	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA	Tissue	NA		SAMN09840858	Eye
SRS3675640	SRR7700440	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA	Tissue	NA		SAMN09840894	Eye
SRS3675643	SRR7700442	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA	Tissue	NA		SAMN09840892	Eye
SRS3675648	SRR7700448	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA	Tissue	NA		SAMN09840886	Eye
SRS3675665	SRR7700464	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA	Tissue	NA		SAMN09840824	Eye
SRS3675672	SRR7700470	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA	Tissue	NA		SAMN09840822	Eye
SRS3675674	SRR7700474	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA	Tissue	NA		SAMN09840868	Eye
SRS3675676	SRR7700476	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA	Tissue	NA		SAMN09840866	Eye
SRS3675683	SRR7700483	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA	Tissue	NA		SAMN09840948	Eye
SRS3675695	SRR7700494	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA	Tissue	NA		SAMN09840991	Eye
SRS3675700	SRR7700499	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA	Tissue	NA		SAMN09840986	Eye
SRS3675710	SRR7700509	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA	Tissue	NA		SAMN09840976	Eye
SRS3675711	SRR7700511	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA	Tissue	NA		SAMN09840974	Eye
SRS3675716	SRR7700515	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA	Tissue	NA		SAMN09841025	Eye
SRS3675728	SRR7700525	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA	Tissue	NA		SAMN09841017	Eye
SRS3675729	SRR7700528	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA	Tissue	NA		SAMN09841014	Eye
SRS3675733	SRR7700533	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA	Tissue	NA		SAMN09841007	Eye
SRS3675743	SRR7700539	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA	Tissue	NA		SAMN09841001	Eye
SRS3675851	SRR7700541	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA	Tissue	NA		SAMN09841054	Eye
SRS3675765	SRR7700567	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA	Tissue	NA		SAMN09841112	Eye
SRS3675771	SRR7700570	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA	Tissue	NA		SAMN09841109	Eye
SRS3675780	SRR7700577	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA	Tissue	NA		SAMN09841048	Eye
SRS3675789	SRR7700586	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA	Tissue	NA		SAMN09841039	Eye
SRS3675792	SRR7700588	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA	Tissue	NA		SAMN09841037	Eye
SRS3675811	SRR7700609	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA	Tissue	NA		SAMN09841135	Eye
SRS3675813	SRR7700610	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA	Tissue	NA		SAMN09841134	Eye
SRS3675817	SRR7700614	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA	Tissue	NA		SAMN09841130	Eye
SRS3675826	SRR7700624	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA	Tissue	NA		SAMN09841120	Eye
SRS3675843	SRR7700639	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA	Tissue	NA		SAMN09841100	Eye
SRS3675848	SRR7700646	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA	Tissue	NA		SAMN09841093	Eye
SRS3698222	SRR7733534	PAIRED	Macaca fascicularis	10xv2	YES	SRP158528	Retina	Macaque4	1000	Late	NA	Tissue	MacaqueCD73DP2S2.bam		SAMN09873016	Eye
SRS3731654	SRR7775512	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942206	Eye
SRS3731655	SRR7775513	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		NA	Eye
SRS3731662	SRR7775520	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942297	Eye
SRS3731682	SRR7775540	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942314	Eye
SRS3731684	SRR7775542	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942312	Eye
SRS3731688	SRR7775546	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942183	Eye
SRS3731703	SRR7775562	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942170	Eye
SRS3731709	SRR7775568	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942164	Eye
SRS3731732	SRR7775590	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942187	Eye
SRS3731740	SRR7775598	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942255	Eye
SRS3731753	SRR7775611	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942242	Eye
SRS3731808	SRR7775666	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942319	Eye
SRS3731813	SRR7775671	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942448	Eye
SRS3731844	SRR7775702	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942496	Eye
SRS3731848	SRR7775706	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942492	Eye
SRS3731864	SRR7775722	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942476	Eye
SRS3731867	SRR7775725	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942516	Eye
SRS3731875	SRR7775733	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942430	Eye
SRS3731879	SRR7775738	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942425	Eye
SRS3731885	SRR7775744	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942419	Eye
SRS3731908	SRR7775765	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942398	Eye
SRS3731913	SRR7775771	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942468	Eye
SRS3731921	SRR7775778	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942461	Eye
SRS3732040	SRR7775787	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942394	Eye
SRS3731943	SRR7775803	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942378	Eye
SRS3731958	SRR7775816	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942365	Eye
SRS3731964	SRR7775823	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942346	Eye
SRS3731971	SRR7775830	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942339	Eye
SRS3731988	SRR7775847	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942359	Eye
SRS3731996	SRR7775854	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943299	Eye
SRS3732076	SRR7775872	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943281	Eye
SRS3732018	SRR7775879	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943276	Eye
SRS3732033	SRR7775894	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943323	Eye
SRS3732037	SRR7775898	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943319	Eye
SRS3732042	SRR7775902	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943315	Eye
SRS3732050	SRR7775910	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943262	Eye
SRS3732064	SRR7775923	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943249	Eye
SRS3732070	SRR7775930	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943307	Eye
SRS3732079	SRR7775937	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943230	Eye
SRS3732092	SRR7775950	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943221	Eye
SRS3732101	SRR7775958	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943213	Eye
SRS3732108	SRR7775967	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943264	Eye
SRS3732111	SRR7775969	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943193	Eye
SRS3732113	SRR7775971	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943191	Eye
SRS3732116	SRR7775977	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943185	Eye
SRS3732120	SRR7775978	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943184	Eye
SRS3732128	SRR7775988	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943243	Eye
SRS3732157	SRR7776020	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942877	Eye
SRS3732169	SRR7776029	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942868	Eye
SRS3732175	SRR7776032	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942865	Eye
SRS3732181	SRR7776040	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942857	Eye
SRS3732193	SRR7776052	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942746	Eye
SRS3732213	SRR7776072	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942787	Eye
SRS3732218	SRR7776080	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942689	Eye
SRS3732227	SRR7776085	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942684	Eye
SRS3732226	SRR7776088	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942681	Eye
SRS3732240	SRR7776099	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942670	Eye
SRS3732245	SRR7776104	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942665	Eye
SRS3732248	SRR7776108	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942932	Eye
SRS3732252	SRR7776111	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942929	Eye
SRS3732256	SRR7776116	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942723	Eye
SRS3732272	SRR7776132	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942707	Eye
SRS3732275	SRR7776134	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942705	Eye
SRS3732276	SRR7776136	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942703	Eye
SRS3732283	SRR7776143	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942753	Eye
SRS3732284	SRR7776144	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943034	Eye
SRS3732295	SRR7776158	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943020	Eye
SRS3732301	SRR7776160	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943018	Eye
SRS3732302	SRR7776162	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943016	Eye
SRS3732313	SRR7776172	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943006	Eye
SRS3732314	SRR7776174	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943076	Eye
SRS3732322	SRR7776183	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943067	Eye
SRS3732330	SRR7776190	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943060	Eye
SRS3732331	SRR7776191	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943059	Eye
SRS3732335	SRR7776194	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943056	Eye
SRS3732338	SRR7776197	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943053	Eye
SRS3732343	SRR7776203	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943047	Eye
SRS3732355	SRR7776215	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942841	Eye
SRS3732368	SRR7776228	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942824	Eye
SRS3732385	SRR7776243	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942945	Eye
SRS3732402	SRR7776260	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942997	Eye
SRS3732407	SRR7776265	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942923	Eye
SRS3732418	SRR7776276	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942912	Eye
SRS3732424	SRR7776282	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942972	Eye
SRS3732431	SRR7776289	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942969	Eye
SRS3732439	SRR7776296	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942657	Eye
SRS3732440	SRR7776298	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942655	Eye
SRS3732444	SRR7776302	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942651	Eye
SRS3732447	SRR7776304	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942649	Eye
SRS3732449	SRR7776306	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942647	Eye
SRS3732459	SRR7776317	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942696	Eye
SRS3732464	SRR7776322	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942634	Eye
SRS3732466	SRR7776324	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942783	Eye
SRS3732485	SRR7776343	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942764	Eye
SRS3732484	SRR7776346	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942758	Eye
SRS3732495	SRR7776350	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942761	Eye
SRS3732492	SRR7776351	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942760	Eye
SRS3732490	SRR7776353	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942820	Eye
SRS3732499	SRR7776357	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943043	Eye
SRS3732503	SRR7776359	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943106	Eye
SRS3732507	SRR7776366	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943099	Eye
SRS3732514	SRR7776373	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943092	Eye
SRS3732541	SRR7776399	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942532	Eye
SRS3732591	SRR7776453	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942584	Eye
SRS3732611	SRR7776471	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942626	Eye
SRS3732618	SRR7776479	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942618	Eye
SRS3732639	SRR7776499	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942604	Eye
SRS3732643	SRR7776504	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943081	Eye
SRS3732645	SRR7776505	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943080	Eye
SRS3732652	SRR7776513	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943135	Eye
SRS3732680	SRR7776540	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943144	Eye
SRS3732702	SRR7776561	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943196	Eye
SRS3732714	SRR7776573	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943172	Eye
SRS3732716	SRR7776576	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943169	Eye
SRS3732718	SRR7776579	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943166	Eye
SRS3732722	SRR7776580	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943165	Eye
SRS3732727	SRR7776586	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943159	Eye
SRS3732735	SRR7776594	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942983	Eye
SRS3732752	SRR7776612	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942993	Eye
SRS3732758	SRR7776618	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942987	Eye
SRS3732772	SRR7776630	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942810	Eye
SRS3732785	SRR7776644	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09942796	Eye
SRS3732977	SRR7776672	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943405	Eye
SRS3732846	SRR7776706	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943495	Eye
SRS3732854	SRR7776714	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943491	Eye
SRS3732890	SRR7776751	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943397	Eye
SRS3732910	SRR7776771	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943379	Eye
SRS3732914	SRR7776775	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA		SAMN09943373	Eye
