sample_accession	run_accession	library_layout	organism	Platform	UMI	study_accession	Tissue	Covariate	Age	integration_group	TissueNote	Source	bam10x	Comment	biosample	Donor	Organ	sex	Batch	biosample_title	retina_region	strain	batch
SRS3044261	SRR6835869	PAIRED	Mus musculus	10xv2	YES	SRP131661	Lung	3-M-7-8	90	Late	3-M-7/8	Tissue	10X_P8_13.bam	NA	SAMN08712871	NA	Lung	NA	NA	library 10X_P8_13	NA	NA	SRP131661_10xv2_3-M-7-8
SRS3044260	SRR6835868	PAIRED	Mus musculus	10xv2	YES	SRP131661	Lung	3-M-5-6	90	Late	3-M-5/6	Tissue	10X_P8_12.bam	NA	SAMN08712872	NA	Lung	NA	NA	library 10X_P8_12	NA	NA	SRP131661_10xv2_3-M-5-6
SRS3044259	SRR6835867	PAIRED	Mus musculus	10xv2	YES	SRP131661	Limb_Muscle	3-F-57	90	Late	3-F-57	Tissue	10X_P7_15.bam	NA	SAMN08712873	NA	Muscle	NA	NA	library 10X_P7_15	NA	NA	SRP131661_10xv2_3-F-57
SRS3044258	SRR6835866	PAIRED	Mus musculus	10xv2	YES	SRP131661	Limb_Muscle	3-F-56	90	Late	3-F-56	Tissue	10X_P7_14.bam	NA	SAMN08712874	NA	Muscle	NA	NA	library 10X_P7_14	NA	NA	SRP131661_10xv2_3-F-56
SRS3044257	SRR6835865	PAIRED	Mus musculus	10xv2	YES	SRP131661	Mammary_Gland	3-F-57	90	Late	3-F-57	Tissue	10X_P7_13.bam	NA	SAMN08712875	NA	Mammary_Gland	NA	NA	library 10X_P7_13	NA	NA	SRP131661_10xv2_3-F-57
SRS3044256	SRR6835864	PAIRED	Mus musculus	10xv2	YES	SRP131661	Mammary_Gland	3-F-56	90	Late	3-F-56	Tissue	10X_P7_12.bam	NA	SAMN08712876	NA	Mammary_Gland	NA	NA	library 10X_P7_12	NA	NA	SRP131661_10xv2_3-F-56
SRS3044255	SRR6835863	PAIRED	Mus musculus	10xv2	YES	SRP131661	Thymus	3-F-56	90	Late	3-F-56	Tissue	10X_P7_11.bam	NA	SAMN08712877	NA	Thymus	NA	NA	library 10X_P7_11	NA	NA	SRP131661_10xv2_3-F-56
SRS3044254	SRR6835862	PAIRED	Mus musculus	10xv2	YES	SRP131661	Tongue	3-F-56	90	Late	3-F-56	Tissue	10X_P7_10.bam	NA	SAMN08712878	NA	Tongue	NA	NA	library 10X_P7_10	NA	NA	SRP131661_10xv2_3-F-56
SRS3044253	SRR6835861	PAIRED	Mus musculus	10xv2	YES	SRP131661	Lung	3-F-57	90	Late	3-F-57	Tissue	10X_P7_9.bam	NA	SAMN08712879	NA	Lung	NA	NA	library 10X_P7_9	NA	NA	SRP131661_10xv2_3-F-57
SRS3044252	SRR6835860	PAIRED	Mus musculus	10xv2	YES	SRP131661	Lung	3-F-56	90	Late	3-F-56	Tissue	10X_P7_8.bam	NA	SAMN08712880	NA	Lung	NA	NA	library 10X_P7_8	NA	NA	SRP131661_10xv2_3-F-56
SRS3044251	SRR6835859	PAIRED	Mus musculus	10xv2	YES	SRP131661	Bladder	3-F-56	90	Late	3-F-56	Tissue	10X_P7_7.bam	NA	SAMN08712881	NA	Bladder	NA	NA	library 10X_P7_7	NA	NA	SRP131661_10xv2_3-F-56
SRS3044250	SRR6835858	PAIRED	Mus musculus	10xv2	YES	SRP131661	Spleen	3-F-56	90	Late	3-F-56	Tissue	10X_P7_6.bam	NA	SAMN08712882	NA	Spleen	NA	NA	library 10X_P7_6	NA	NA	SRP131661_10xv2_3-F-56
SRS3044249	SRR6835857	PAIRED	Mus musculus	10xv2	YES	SRP131661	Kidney	3-F-57	90	Late	3-F-57	Tissue	10X_P7_5.bam	NA	SAMN08712883	NA	Kidney	NA	NA	library 10X_P7_5	NA	NA	SRP131661_10xv2_3-F-57
SRS3044248	SRR6835856	PAIRED	Mus musculus	10xv2	YES	SRP131661	Heart_and_Aorta	3-F-56	90	Late	3-F-56	Tissue	10X_P7_4.bam	NA	SAMN08712884	NA	Heart	NA	NA	library 10X_P7_4	NA	NA	SRP131661_10xv2_3-F-56
SRS3044247	SRR6835855	PAIRED	Mus musculus	10xv2	YES	SRP131661	Marrow	3-F-57	90	Late	3-F-57	Tissue	10X_P7_3.bam	NA	SAMN08712885	NA	Marrow	NA	NA	library 10X_P7_3	NA	NA	SRP131661_10xv2_3-F-57
SRS3044246	SRR6835854	PAIRED	Mus musculus	10xv2	YES	SRP131661	Marrow	3-F-56	90	Late	3-F-56	Tissue	10X_P7_2.bam	NA	SAMN08712886	NA	Marrow	NA	NA	library 10X_P7_2	NA	NA	SRP131661_10xv2_3-F-56
SRS3044245	SRR6835853	PAIRED	Mus musculus	10xv2	YES	SRP131661	Liver	3-F-57	90	Late	3-F-57	Tissue	10X_P7_1.bam	NA	SAMN08712887	NA	Liver	NA	NA	library 10X_P7_1	NA	NA	SRP131661_10xv2_3-F-57
SRS3044244	SRR6835852	PAIRED	Mus musculus	10xv2	YES	SRP131661	Liver	3-F-56	90	Late	3-F-56	Tissue	10X_P7_0.bam	NA	SAMN08712888	NA	Liver	NA	NA	library 10X_P7_0	NA	NA	SRP131661_10xv2_3-F-56
SRS3044243	SRR6835851	PAIRED	Mus musculus	10xv2	YES	SRP131661	Spleen	3-M-8	90	Late	3-M-8	Tissue	10X_P4_7.bam	NA	SAMN08712889	NA	Spleen	NA	NA	library 10X_P4_7	NA	NA	SRP131661_10xv2_3-M-8
SRS3044242	SRR6835850	PAIRED	Mus musculus	10xv2	YES	SRP131661	Kidney	3-M-9	90	Late	3-M-9	Tissue	10X_P4_6.bam	NA	SAMN08712890	NA	Kidney	NA	NA	library 10X_P4_6	NA	NA	SRP131661_10xv2_3-M-9
SRS3044241	SRR6835849	PAIRED	Mus musculus	10xv2	YES	SRP131661	Kidney	3-M-8	90	Late	3-M-8	Tissue	10X_P4_5.bam	NA	SAMN08712891	NA	Kidney	NA	NA	library 10X_P4_5	NA	NA	SRP131661_10xv2_3-M-8
SRS3044240	SRR6835848	PAIRED	Mus musculus	10xv2	YES	SRP131661	Bladder	3-M-9	90	Late	3-M-9	Tissue	10X_P4_4.bam	NA	SAMN08712892	NA	Bladder	NA	NA	library 10X_P4_4	NA	NA	SRP131661_10xv2_3-M-9
SRS3044239	SRR6835847	PAIRED	Mus musculus	10xv2	YES	SRP131661	Bladder	3-M-8	90	Late	3-M-8	Tissue	10X_P4_3.bam	NA	SAMN08712893	NA	Bladder	NA	NA	library 10X_P4_3	NA	NA	SRP131661_10xv2_3-M-8
SRS3044238	SRR6835846	PAIRED	Mus musculus	10xv2	YES	SRP131661	Liver	3-M-8-9	90	Late	3-M-8/9	Tissue	10X_P4_2.bam	NA	SAMN08712894	NA	Liver	NA	NA	library 10X_P4_2	NA	NA	SRP131661_10xv2_3-M-8-9
SRS3044237	SRR6835845	PAIRED	Mus musculus	10xv2	YES	SRP131661	Tongue	3-M-9	90	Late	3-M-9	Tissue	10X_P4_1.bam	NA	SAMN08712895	NA	Tongue	NA	NA	library 10X_P4_1	NA	NA	SRP131661_10xv2_3-M-9
SRS3044236	SRR6835844	PAIRED	Mus musculus	10xv2	YES	SRP131661	Tongue	3-M-8	90	Late	3-M-8	Tissue	10X_P4_0.bam	NA	SAMN08712896	NA	Tongue	NA	NA	library 10X_P4_0	NA	NA	SRP131661_10xv2_3-M-8
SRS5281882	SRR9990688	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor7	NA	Late	donor7	Tissue	NA	NA	SAMN12592460	NA	Eye	NA	NA	Peripheral-12mm-cd31-enriched-donor-7	Peripheral	NA	SRP218652_10xv3_donor7
SRS5281882	SRR9990687	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor7	NA	Late	donor7	Tissue	NA	NA	SAMN12592460	NA	Eye	NA	NA	Peripheral-12mm-cd31-enriched-donor-7	Peripheral	NA	SRP218652_10xv3_donor7
SRS5281882	SRR9990689	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor7	NA	Late	donor7	Tissue	NA	NA	SAMN12592460	NA	Eye	NA	NA	Peripheral-12mm-cd31-enriched-donor-7	Peripheral	NA	SRP218652_10xv3_donor7
SRS5281882	SRR9990690	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor7	NA	Late	donor7	Tissue	NA	NA	SAMN12592460	NA	Eye	NA	NA	Peripheral-12mm-cd31-enriched-donor-7	Peripheral	NA	SRP218652_10xv3_donor7
SRS5281881	SRR9990683	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor6	NA	Late	donor6	Tissue	NA	NA	SAMN12592461	NA	Eye	NA	NA	Peripheral-12mm-cd31-enriched-donor-6	Peripheral	NA	SRP218652_10xv3_donor6
SRS5281881	SRR9990686	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor6	NA	Late	donor6	Tissue	NA	NA	SAMN12592461	NA	Eye	NA	NA	Peripheral-12mm-cd31-enriched-donor-6	Peripheral	NA	SRP218652_10xv3_donor6
SRS5281881	SRR9990684	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor6	NA	Late	donor6	Tissue	NA	NA	SAMN12592461	NA	Eye	NA	NA	Peripheral-12mm-cd31-enriched-donor-6	Peripheral	NA	SRP218652_10xv3_donor6
SRS5281881	SRR9990685	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor6	NA	Late	donor6	Tissue	NA	NA	SAMN12592461	NA	Eye	NA	NA	Peripheral-12mm-cd31-enriched-donor-6	Peripheral	NA	SRP218652_10xv3_donor6
SRS5281869	SRR9990634	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592473	NA	Eye	NA	NA	Macula-8mm-rpe-cho-donor-1	Macula	NA	SRP218652_10xv3_donor1
SRS5281869	SRR9990631	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592473	NA	Eye	NA	NA	Macula-8mm-rpe-cho-donor-1	Macula	NA	SRP218652_10xv3_donor1
SRS5281869	SRR9990647	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592473	NA	Eye	NA	NA	Macula-8mm-rpe-cho-donor-1	Macula	NA	SRP218652_10xv3_donor1
SRS5281869	SRR9990629	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592473	NA	Eye	NA	NA	Macula-8mm-rpe-cho-donor-1	Macula	NA	SRP218652_10xv3_donor1
SRS5281869	SRR9990650	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592473	NA	Eye	NA	NA	Macula-8mm-rpe-cho-donor-1	Macula	NA	SRP218652_10xv3_donor1
SRS5281869	SRR9990646	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592473	NA	Eye	NA	NA	Macula-8mm-rpe-cho-donor-1	Macula	NA	SRP218652_10xv3_donor1
SRS5281869	SRR9990632	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592473	NA	Eye	NA	NA	Macula-8mm-rpe-cho-donor-1	Macula	NA	SRP218652_10xv3_donor1
SRS5281869	SRR9990640	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592473	NA	Eye	NA	NA	Macula-8mm-rpe-cho-donor-1	Macula	NA	SRP218652_10xv3_donor1
SRS5281869	SRR9990638	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592473	NA	Eye	NA	NA	Macula-8mm-rpe-cho-donor-1	Macula	NA	SRP218652_10xv3_donor1
SRS5281869	SRR9990636	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592473	NA	Eye	NA	NA	Macula-8mm-rpe-cho-donor-1	Macula	NA	SRP218652_10xv3_donor1
SRS5281869	SRR9990641	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592473	NA	Eye	NA	NA	Macula-8mm-rpe-cho-donor-1	Macula	NA	SRP218652_10xv3_donor1
SRS5281869	SRR9990649	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592473	NA	Eye	NA	NA	Macula-8mm-rpe-cho-donor-1	Macula	NA	SRP218652_10xv3_donor1
SRS5281869	SRR9990628	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592473	NA	Eye	NA	NA	Macula-8mm-rpe-cho-donor-1	Macula	NA	SRP218652_10xv3_donor1
SRS5281869	SRR9990648	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592473	NA	Eye	NA	NA	Macula-8mm-rpe-cho-donor-1	Macula	NA	SRP218652_10xv3_donor1
SRS5281869	SRR9990635	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592473	NA	Eye	NA	NA	Macula-8mm-rpe-cho-donor-1	Macula	NA	SRP218652_10xv3_donor1
SRS5281869	SRR9990642	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592473	NA	Eye	NA	NA	Macula-8mm-rpe-cho-donor-1	Macula	NA	SRP218652_10xv3_donor1
SRS5281869	SRR9990633	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592473	NA	Eye	NA	NA	Macula-8mm-rpe-cho-donor-1	Macula	NA	SRP218652_10xv3_donor1
SRS5281869	SRR9990644	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592473	NA	Eye	NA	NA	Macula-8mm-rpe-cho-donor-1	Macula	NA	SRP218652_10xv3_donor1
SRS5281869	SRR9990645	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592473	NA	Eye	NA	NA	Macula-8mm-rpe-cho-donor-1	Macula	NA	SRP218652_10xv3_donor1
SRS5281869	SRR9990630	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592473	NA	Eye	NA	NA	Macula-8mm-rpe-cho-donor-1	Macula	NA	SRP218652_10xv3_donor1
SRS5281869	SRR9990639	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592473	NA	Eye	NA	NA	Macula-8mm-rpe-cho-donor-1	Macula	NA	SRP218652_10xv3_donor1
SRS5281869	SRR9990643	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592473	NA	Eye	NA	NA	Macula-8mm-rpe-cho-donor-1	Macula	NA	SRP218652_10xv3_donor1
SRS5281869	SRR9990637	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592473	NA	Eye	NA	NA	Macula-8mm-rpe-cho-donor-1	Macula	NA	SRP218652_10xv3_donor1
SRS5281869	SRR9990627	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592473	NA	Eye	NA	NA	Macula-8mm-rpe-cho-donor-1	Macula	NA	SRP218652_10xv3_donor1
SRS5281877	SRR9990787	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor6	NA	Late	donor6	Tissue	NA	NA	SAMN12592465	NA	Eye	NA	NA	Macula-12mm-cd31-enriched-donor-6	Macula	NA	SRP218652_10xv3_donor6
SRS5281877	SRR9990789	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor6	NA	Late	donor6	Tissue	NA	NA	SAMN12592465	NA	Eye	NA	NA	Macula-12mm-cd31-enriched-donor-6	Macula	NA	SRP218652_10xv3_donor6
SRS5281877	SRR9990788	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor6	NA	Late	donor6	Tissue	NA	NA	SAMN12592465	NA	Eye	NA	NA	Macula-12mm-cd31-enriched-donor-6	Macula	NA	SRP218652_10xv3_donor6
SRS5281877	SRR9990790	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor6	NA	Late	donor6	Tissue	NA	NA	SAMN12592465	NA	Eye	NA	NA	Macula-12mm-cd31-enriched-donor-6	Macula	NA	SRP218652_10xv3_donor6
SRS5281872	SRR9990714	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592470	NA	Eye	NA	NA	Peripheral-8mm-rpe-cho-donor-1	Peripheral	NA	SRP218652_10xv3_donor1
SRS5281872	SRR9990711	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592470	NA	Eye	NA	NA	Peripheral-8mm-rpe-cho-donor-1	Peripheral	NA	SRP218652_10xv3_donor1
SRS5281872	SRR9990725	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592470	NA	Eye	NA	NA	Peripheral-8mm-rpe-cho-donor-1	Peripheral	NA	SRP218652_10xv3_donor1
SRS5281872	SRR9990718	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592470	NA	Eye	NA	NA	Peripheral-8mm-rpe-cho-donor-1	Peripheral	NA	SRP218652_10xv3_donor1
SRS5281872	SRR9990708	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592470	NA	Eye	NA	NA	Peripheral-8mm-rpe-cho-donor-1	Peripheral	NA	SRP218652_10xv3_donor1
SRS5281872	SRR9990730	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592470	NA	Eye	NA	NA	Peripheral-8mm-rpe-cho-donor-1	Peripheral	NA	SRP218652_10xv3_donor1
SRS5281872	SRR9990720	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592470	NA	Eye	NA	NA	Peripheral-8mm-rpe-cho-donor-1	Peripheral	NA	SRP218652_10xv3_donor1
SRS5281872	SRR9990717	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592470	NA	Eye	NA	NA	Peripheral-8mm-rpe-cho-donor-1	Peripheral	NA	SRP218652_10xv3_donor1
SRS5281872	SRR9990723	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592470	NA	Eye	NA	NA	Peripheral-8mm-rpe-cho-donor-1	Peripheral	NA	SRP218652_10xv3_donor1
SRS5281872	SRR9990726	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592470	NA	Eye	NA	NA	Peripheral-8mm-rpe-cho-donor-1	Peripheral	NA	SRP218652_10xv3_donor1
SRS5281872	SRR9990727	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592470	NA	Eye	NA	NA	Peripheral-8mm-rpe-cho-donor-1	Peripheral	NA	SRP218652_10xv3_donor1
SRS5281872	SRR9990728	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592470	NA	Eye	NA	NA	Peripheral-8mm-rpe-cho-donor-1	Peripheral	NA	SRP218652_10xv3_donor1
SRS5281872	SRR9990716	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592470	NA	Eye	NA	NA	Peripheral-8mm-rpe-cho-donor-1	Peripheral	NA	SRP218652_10xv3_donor1
SRS5281872	SRR9990721	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592470	NA	Eye	NA	NA	Peripheral-8mm-rpe-cho-donor-1	Peripheral	NA	SRP218652_10xv3_donor1
SRS5281872	SRR9990719	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592470	NA	Eye	NA	NA	Peripheral-8mm-rpe-cho-donor-1	Peripheral	NA	SRP218652_10xv3_donor1
SRS5281872	SRR9990713	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592470	NA	Eye	NA	NA	Peripheral-8mm-rpe-cho-donor-1	Peripheral	NA	SRP218652_10xv3_donor1
SRS5281872	SRR9990715	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592470	NA	Eye	NA	NA	Peripheral-8mm-rpe-cho-donor-1	Peripheral	NA	SRP218652_10xv3_donor1
SRS5281872	SRR9990709	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592470	NA	Eye	NA	NA	Peripheral-8mm-rpe-cho-donor-1	Peripheral	NA	SRP218652_10xv3_donor1
SRS5281872	SRR9990710	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592470	NA	Eye	NA	NA	Peripheral-8mm-rpe-cho-donor-1	Peripheral	NA	SRP218652_10xv3_donor1
SRS5281872	SRR9990722	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592470	NA	Eye	NA	NA	Peripheral-8mm-rpe-cho-donor-1	Peripheral	NA	SRP218652_10xv3_donor1
SRS5281872	SRR9990712	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592470	NA	Eye	NA	NA	Peripheral-8mm-rpe-cho-donor-1	Peripheral	NA	SRP218652_10xv3_donor1
SRS5281872	SRR9990729	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592470	NA	Eye	NA	NA	Peripheral-8mm-rpe-cho-donor-1	Peripheral	NA	SRP218652_10xv3_donor1
SRS5281872	SRR9990724	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592470	NA	Eye	NA	NA	Peripheral-8mm-rpe-cho-donor-1	Peripheral	NA	SRP218652_10xv3_donor1
SRS5281872	SRR9990707	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor1	NA	Late	donor1	Tissue	NA	NA	SAMN12592470	NA	Eye	NA	NA	Peripheral-8mm-rpe-cho-donor-1	Peripheral	NA	SRP218652_10xv3_donor1
SRS5281873	SRR9990753	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor2	NA	Late	donor2	Tissue	NA	NA	SAMN12592469	NA	Eye	NA	NA	Peripheral-8mm-rpe-cho-donor-2	Peripheral	NA	SRP218652_10xv3_donor2
SRS5281873	SRR9990751	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor2	NA	Late	donor2	Tissue	NA	NA	SAMN12592469	NA	Eye	NA	NA	Peripheral-8mm-rpe-cho-donor-2	Peripheral	NA	SRP218652_10xv3_donor2
SRS5281873	SRR9990752	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor2	NA	Late	donor2	Tissue	NA	NA	SAMN12592469	NA	Eye	NA	NA	Peripheral-8mm-rpe-cho-donor-2	Peripheral	NA	SRP218652_10xv3_donor2
SRS5281873	SRR9990745	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor2	NA	Late	donor2	Tissue	NA	NA	SAMN12592469	NA	Eye	NA	NA	Peripheral-8mm-rpe-cho-donor-2	Peripheral	NA	SRP218652_10xv3_donor2
SRS5281873	SRR9990735	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor2	NA	Late	donor2	Tissue	NA	NA	SAMN12592469	NA	Eye	NA	NA	Peripheral-8mm-rpe-cho-donor-2	Peripheral	NA	SRP218652_10xv3_donor2
SRS5281873	SRR9990740	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor2	NA	Late	donor2	Tissue	NA	NA	SAMN12592469	NA	Eye	NA	NA	Peripheral-8mm-rpe-cho-donor-2	Peripheral	NA	SRP218652_10xv3_donor2
SRS5281873	SRR9990734	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor2	NA	Late	donor2	Tissue	NA	NA	SAMN12592469	NA	Eye	NA	NA	Peripheral-8mm-rpe-cho-donor-2	Peripheral	NA	SRP218652_10xv3_donor2
SRS5281873	SRR9990736	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor2	NA	Late	donor2	Tissue	NA	NA	SAMN12592469	NA	Eye	NA	NA	Peripheral-8mm-rpe-cho-donor-2	Peripheral	NA	SRP218652_10xv3_donor2
SRS5281873	SRR9990741	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor2	NA	Late	donor2	Tissue	NA	NA	SAMN12592469	NA	Eye	NA	NA	Peripheral-8mm-rpe-cho-donor-2	Peripheral	NA	SRP218652_10xv3_donor2
SRS5281873	SRR9990731	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor2	NA	Late	donor2	Tissue	NA	NA	SAMN12592469	NA	Eye	NA	NA	Peripheral-8mm-rpe-cho-donor-2	Peripheral	NA	SRP218652_10xv3_donor2
SRS5281873	SRR9990733	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor2	NA	Late	donor2	Tissue	NA	NA	SAMN12592469	NA	Eye	NA	NA	Peripheral-8mm-rpe-cho-donor-2	Peripheral	NA	SRP218652_10xv3_donor2
SRS5281873	SRR9990737	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor2	NA	Late	donor2	Tissue	NA	NA	SAMN12592469	NA	Eye	NA	NA	Peripheral-8mm-rpe-cho-donor-2	Peripheral	NA	SRP218652_10xv3_donor2
SRS5281873	SRR9990754	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor2	NA	Late	donor2	Tissue	NA	NA	SAMN12592469	NA	Eye	NA	NA	Peripheral-8mm-rpe-cho-donor-2	Peripheral	NA	SRP218652_10xv3_donor2
SRS5281873	SRR9990747	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor2	NA	Late	donor2	Tissue	NA	NA	SAMN12592469	NA	Eye	NA	NA	Peripheral-8mm-rpe-cho-donor-2	Peripheral	NA	SRP218652_10xv3_donor2
SRS5281873	SRR9990739	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor2	NA	Late	donor2	Tissue	NA	NA	SAMN12592469	NA	Eye	NA	NA	Peripheral-8mm-rpe-cho-donor-2	Peripheral	NA	SRP218652_10xv3_donor2
