sample_accession	run_accession	library_layout	organism	Platform	UMI	study_accession	Tissue	Covariate	Age	integration_group	TissueNote
SRS3731750	SRR7775608	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731761	SRR7775620	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731770	SRR7775628	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731790	SRR7775648	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731815	SRR7775673	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731820	SRR7775678	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731821	SRR7775679	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731822	SRR7775680	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731833	SRR7775691	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731836	SRR7775694	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731845	SRR7775703	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731860	SRR7775718	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731873	SRR7775731	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731877	SRR7775735	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731910	SRR7775768	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731953	SRR7775812	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731959	SRR7775818	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731968	SRR7775827	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731987	SRR7775846	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731990	SRR7775849	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732021	SRR7775882	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732022	SRR7775883	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732029	SRR7775889	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732038	SRR7775899	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732053	SRR7775913	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732060	SRR7775919	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732059	SRR7775920	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732066	SRR7775925	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732083	SRR7775940	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732088	SRR7775947	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732102	SRR7775960	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732121	SRR7775980	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732124	SRR7775982	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732130	SRR7775993	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732137	SRR7775998	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732142	SRR7776002	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732148	SRR7776009	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732170	SRR7776028	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732178	SRR7776036	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732196	SRR7776053	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732195	SRR7776056	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732243	SRR7776102	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732249	SRR7776107	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732270	SRR7776127	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732281	SRR7776141	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732311	SRR7776171	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732332	SRR7776192	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732333	SRR7776193	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732352	SRR7776213	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732359	SRR7776219	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732361	SRR7776222	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732367	SRR7776227	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732369	SRR7776231	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732377	SRR7776236	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732388	SRR7776246	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732391	SRR7776249	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732419	SRR7776277	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732437	SRR7776295	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732442	SRR7776301	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732450	SRR7776309	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732460	SRR7776319	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732482	SRR7776337	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732497	SRR7776352	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732513	SRR7776370	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732509	SRR7776372	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732522	SRR7776380	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732524	SRR7776383	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732526	SRR7776388	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732534	SRR7776393	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732533	SRR7776395	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732556	SRR7776416	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732574	SRR7776434	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732579	SRR7776440	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732588	SRR7776449	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732610	SRR7776470	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732613	SRR7776472	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732646	SRR7776507	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732651	SRR7776512	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732656	SRR7776518	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732659	SRR7776520	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732673	SRR7776535	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732677	SRR7776537	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732679	SRR7776541	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732690	SRR7776550	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732694	SRR7776552	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732699	SRR7776560	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732706	SRR7776566	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732711	SRR7776571	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732715	SRR7776574	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732719	SRR7776577	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732720	SRR7776578	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732726	SRR7776585	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732729	SRR7776588	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732742	SRR7776601	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732765	SRR7776625	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732782	SRR7776641	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732784	SRR7776642	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732783	SRR7776643	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732795	SRR7776654	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732804	SRR7776663	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732808	SRR7776666	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732810	SRR7776669	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732827	SRR7776686	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732844	SRR7776702	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732847	SRR7776707	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732849	SRR7776709	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732873	SRR7776734	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732874	SRR7776736	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732875	SRR7776737	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732895	SRR7776756	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732907	SRR7776769	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732916	SRR7776777	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732920	SRR7776780	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732942	SRR7776803	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732950	SRR7776811	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732953	SRR7776814	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732955	SRR7776815	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732957	SRR7776818	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732960	SRR7776821	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732969	SRR7776830	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3770551	SRR7825709	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP161678	Retina	NA	90	Late	NA
SRS3770570	SRR7825728	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP161678	Retina	NA	60	Late	NA
SRS3770573	SRR7825731	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP161678	Retina	NA	200	Late	NA
SRS3770598	SRR7825755	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP161678	Retina	NA	60	Late	NA
SRS3770603	SRR7825763	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP161678	Retina	NA	60	Late	NA
SRS3770607	SRR7825765	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP161678	Retina	NA	200	Late	NA
SRS3770615	SRR7825773	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP161678	Retina	NA	200	Late	NA
SRS3971244	SRR8099199	PAIRED	Mus musculus	10xv2	YES	SRP166660	Retina	run1	1000	Late	NA
SRS3971244	SRR8099201	PAIRED	Mus musculus	10xv2	YES	SRP166660	Retina	run1	1000	Late	NA
SRS3971244	SRR8099198	PAIRED	Mus musculus	10xv2	YES	SRP166660	Retina	run1	1000	Late	NA
SRS3971244	SRR8099200	PAIRED	Mus musculus	10xv2	YES	SRP166660	Retina	run1	1000	Late	NA
SRS4069757	SRR8234325	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4069763	SRR8234331	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4069767	SRR8234335	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4069771	SRR8234339	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4069773	SRR8234341	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4069780	SRR8234348	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4069784	SRR8234352	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4069796	SRR8234364	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4069802	SRR8234370	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4069809	SRR8234377	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4069811	SRR8234379	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4069814	SRR8234382	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4069865	SRR8234433	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4069876	SRR8234444	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4069912	SRR8234480	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4069918	SRR8234486	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4069944	SRR8234512	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4069961	SRR8234529	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4069967	SRR8234535	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4069973	SRR8234541	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4069981	SRR8234549	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4069996	SRR8234564	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4070015	SRR8234583	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4070057	SRR8234625	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4070091	SRR8234659	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4070093	SRR8234661	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4070102	SRR8234670	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4070106	SRR8234674	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4070108	SRR8234676	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4070112	SRR8234680	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4070122	SRR8234690	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4070136	SRR8234704	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4070138	SRR8234706	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4070139	SRR8234707	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4070142	SRR8234710	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4070145	SRR8234713	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4070146	SRR8234714	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4070156	SRR8234724	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4070174	SRR8234742	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4070179	SRR8234747	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4070184	SRR8234752	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4070186	SRR8234754	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4070189	SRR8234757	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4363764	SRR8573767	PAIRED	Mus musculus	10xv2	YES	SRP158081	Retina	Rep1	14	Late	NA
SRS4384986	SRR8598037	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385012	SRR8598063	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385016	SRR8598067	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385024	SRR8598075	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385045	SRR8598096	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385046	SRR8598097	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385053	SRR8598104	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385065	SRR8598116	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385075	SRR8598126	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385084	SRR8598136	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385086	SRR8598138	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385088	SRR8598139	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385100	SRR8598151	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385110	SRR8598161	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385116	SRR8598167	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385134	SRR8598185	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385140	SRR8598191	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385141	SRR8598192	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385143	SRR8598194	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385144	SRR8598195	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385158	SRR8598209	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385159	SRR8598210	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385160	SRR8598211	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385174	SRR8598225	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385175	SRR8598226	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385176	SRR8598227	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385184	SRR8598235	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385192	SRR8598243	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385201	SRR8598252	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385207	SRR8598258	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385214	SRR8598265	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385257	SRR8598308	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385263	SRR8598314	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385267	SRR8598318	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385270	SRR8598321	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385278	SRR8598330	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385295	SRR8598346	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385304	SRR8598355	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385307	SRR8598358	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385308	SRR8598359	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385330	SRR8598381	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385335	SRR8598386	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385337	SRR8598388	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385360	SRR8598411	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385386	SRR8598437	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385403	SRR8598454	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385412	SRR8598463	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385417	SRR8598468	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385419	SRR8598470	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385423	SRR8598474	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385425	SRR8598477	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385435	SRR8598486	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385438	SRR8598489	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385448	SRR8598499	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385462	SRR8598514	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385478	SRR8598529	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385484	SRR8598535	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385511	SRR8598562	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385514	SRR8598565	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385520	SRR8598571	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
