sample_accession	run_accession	library_layout	organism	Platform	UMI	study_accession	Tissue	Covariate	Age	integration_group	TissueNote
SRS5421628	SRR10163226	PAIRED	Homo sapiens	DropSeq	YES	SRP222958	Retina	retina8	NA	Late	NA
SRS866912	SRR1853178	PAIRED	Mus musculus	DropSeq	YES	SRP050054	Retina	retina1	14	Late	NA
SRS866909	SRR1853181	PAIRED	Mus musculus	DropSeq	YES	SRP050054	Retina	retina4	14	Late	NA
SRS1397499	SRR3375529	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397494	SRR3375535	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397488	SRR3375541	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397465	SRR3375564	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397461	SRR3375568	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397454	SRR3375575	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397453	SRR3375576	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397443	SRR3375586	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397436	SRR3375593	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397399	SRR3375630	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397392	SRR3375637	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397375	SRR3375654	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397372	SRR3375657	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397350	SRR3375694	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397353	SRR3375696	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397336	SRR3375729	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397329	SRR3375739	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397325	SRR3375747	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397317	SRR3375762	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397311	SRR3375773	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397307	SRR3375780	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397295	SRR3375798	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397286	SRR3375807	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397282	SRR3375811	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397278	SRR3375815	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397267	SRR3375826	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397262	SRR3375831	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397259	SRR3375834	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397188	SRR3375870	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1467274	SRR3587544	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch1	17	Late	NA
SRS1467288	SRR3587557	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch1	17	Late	NA
SRS1467301	SRR3587570	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch1	17	Late	NA
SRS1467329	SRR3587598	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch1	17	Late	NA
SRS1467332	SRR3587601	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch1	17	Late	NA
SRS1467338	SRR3587607	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch1	17	Late	NA
SRS1467346	SRR3587614	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch1	17	Late	NA
SRS1467364	SRR3587633	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch1	17	Late	NA
SRS1467368	SRR3587638	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch1	17	Late	NA
SRS1467372	SRR3587642	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch1	17	Late	NA
SRS1467380	SRR3587650	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch1	17	Late	NA
SRS1467389	SRR3587659	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch1	17	Late	NA
SRS1467401	SRR3587670	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch1	17	Late	NA
SRS1467403	SRR3587671	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch1	17	Late	NA
SRS1467406	SRR3587674	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch1	17	Late	NA
SRS1467405	SRR3587675	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch1	17	Late	NA
SRS1467442	SRR3587711	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch1	17	Late	NA
SRS1467443	SRR3587713	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch1	17	Late	NA
SRS1467461	SRR3587729	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467474	SRR3587743	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467477	SRR3587747	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467480	SRR3587749	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467481	SRR3587750	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467501	SRR3587770	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467507	SRR3587776	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467516	SRR3587781	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467517	SRR3587786	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467520	SRR3587790	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467522	SRR3587791	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467523	SRR3587794	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467531	SRR3587800	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467565	SRR3587834	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467585	SRR3587854	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467601	SRR3587870	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467607	SRR3587876	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467612	SRR3587880	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467611	SRR3587881	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467613	SRR3587882	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467618	SRR3587887	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467625	SRR3587894	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467626	SRR3587895	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467629	SRR3587898	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467632	SRR3587900	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467639	SRR3587908	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS2166270	SRR5508609	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166283	SRR5508621	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166294	SRR5508633	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166308	SRR5508646	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166312	SRR5508651	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166324	SRR5508662	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166365	SRR5508704	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166372	SRR5508711	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166378	SRR5508716	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166382	SRR5508720	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166417	SRR5508739	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166407	SRR5508747	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166426	SRR5508763	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166432	SRR5508771	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166437	SRR5508775	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166447	SRR5508786	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166448	SRR5508787	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166453	SRR5508792	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166461	SRR5508799	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166488	SRR5508826	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166662	SRR5508855	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166687	SRR5508883	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166734	SRR5508930	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166740	SRR5508934	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166741	SRR5508936	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166743	SRR5508937	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166742	SRR5508938	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166753	SRR5508948	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166768	SRR5508962	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166769	SRR5508963	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166815	SRR5508964	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166830	SRR5508978	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166791	SRR5508985	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166795	SRR5508991	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166808	SRR5509004	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166809	SRR5509005	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166814	SRR5509009	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166819	SRR5509014	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166832	SRR5509026	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166842	SRR5509036	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166843	SRR5509037	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166865	SRR5509059	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166867	SRR5509061	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166870	SRR5509066	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166899	SRR5509097	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166920	SRR5509113	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166933	SRR5509128	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166932	SRR5509129	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166939	SRR5509134	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2728695	SRR6338838	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep2	56	Late	NA
SRS2728723	SRR6338866	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	35	Late	NA
SRS2728724	SRR6338867	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	35	Late	NA
SRS2728726	SRR6338869	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	49	Late	NA
SRS2728741	SRR6338884	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	14	Late	NA
SRS3106639	SRR6916787	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP136739	Retina	NA	90	Late	NA
SRS3106667	SRR6916815	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP136739	Retina	NA	90	Late	NA
SRS3106690	SRR6916838	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP136739	Retina	NA	90	Late	NA
SRS3106698	SRR6916846	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP136739	Retina	NA	90	Late	NA
SRS3106711	SRR6916859	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP136739	Retina	NA	90	Late	NA
SRS3106715	SRR6916863	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP136739	Retina	NA	90	Late	NA
SRS3674974	SRR7699770	PAIRED	Mus musculus	10xv2	YES	SRP158081	Retina	Rep1	-8	Early	NA
SRS3674982	SRR7699774	PAIRED	Mus musculus	10xv2	YES	SRP158081	Retina	Rep1	-3	Early	NA
SRS3674989	SRR7699785	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3674993	SRR7699789	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3674994	SRR7699791	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675014	SRR7699810	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675031	SRR7699828	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675044	SRR7699837	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675064	SRR7699859	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675065	SRR7699861	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675079	SRR7699875	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675089	SRR7699887	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675093	SRR7699892	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675110	SRR7699908	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675117	SRR7699915	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675124	SRR7699922	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675152	SRR7699949	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675157	SRR7699953	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675162	SRR7699957	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675163	SRR7699962	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675176	SRR7699972	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675199	SRR7699992	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675203	SRR7699995	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675208	SRR7700001	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675213	SRR7700006	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675221	SRR7700013	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675222	SRR7700018	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675232	SRR7700028	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675239	SRR7700033	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675267	SRR7700062	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675284	SRR7700079	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675341	SRR7700138	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675387	SRR7700184	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675401	SRR7700198	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675407	SRR7700202	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675423	SRR7700219	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675421	SRR7700221	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675427	SRR7700222	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675431	SRR7700230	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675452	SRR7700248	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675455	SRR7700252	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675472	SRR7700267	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675471	SRR7700269	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675478	SRR7700274	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675689	SRR7700295	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675505	SRR7700303	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675516	SRR7700312	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675522	SRR7700317	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675529	SRR7700329	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675542	SRR7700335	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675553	SRR7700346	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675577	SRR7700374	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675622	SRR7700420	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675635	SRR7700434	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675646	SRR7700446	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675661	SRR7700460	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675678	SRR7700477	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675679	SRR7700478	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675685	SRR7700484	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675693	SRR7700492	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675707	SRR7700505	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675719	SRR7700517	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675725	SRR7700527	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675741	SRR7700537	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675745	SRR7700548	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675767	SRR7700563	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675788	SRR7700585	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675798	SRR7700595	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675809	SRR7700607	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675833	SRR7700632	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675835	SRR7700635	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3698229	SRR7733540	PAIRED	Macaca fascicularis	10xv2	YES	SRP158528	Retina	Macaque2	1000	Late	NA
SRS3731637	SRR7775495	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731641	SRR7775499	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731661	SRR7775519	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731664	SRR7775522	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731665	SRR7775523	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731675	SRR7775533	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731705	SRR7775563	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731708	SRR7775566	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731729	SRR7775587	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731733	SRR7775591	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731738	SRR7775596	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
