sample_accession	run_accession	library_layout	organism	Platform	UMI	study_accession	Tissue	Covariate	Age	integration_group	TissueNote	Source	bam10x	Comment	biosample	Organ
SRS5053833	SRR9632086	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919252: Macular_R46_C19; Homo sapiens; RNA-Seq | NA | Macular_R46_C19	Tissue	NA	NA	SAMN12191254	Eye
SRS5053832	SRR9632085	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919251: Macular_R46_C15; Homo sapiens; RNA-Seq | NA | Macular_R46_C15	Tissue	NA	NA	SAMN12191177	Eye
SRS5053831	SRR9632084	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919250: Macular_R45_C66; Homo sapiens; RNA-Seq | NA | Macular_R45_C66	Tissue	NA	NA	SAMN12191178	Eye
SRS5053830	SRR9632083	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919249: Macular_R45_C64; Homo sapiens; RNA-Seq | NA | Macular_R45_C64	Tissue	NA	NA	SAMN12191179	Eye
SRS5053829	SRR9632082	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919248: Macular_R45_C63; Homo sapiens; RNA-Seq | NA | Macular_R45_C63	Tissue	NA	NA	SAMN12191180	Eye
SRS5053828	SRR9631297	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3918863: Macular_R21_C27; Homo sapiens; RNA-Seq | NA | Macular_R21_C27	Tissue	NA	NA	SAMN12189937	Eye
SRS5053827	SRR9631296	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3918862: Macular_R21_C26; Homo sapiens; RNA-Seq | NA | Macular_R21_C26	Tissue	NA	NA	SAMN12189938	Eye
SRS5053826	SRR9631295	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3918861: Macular_R21_C23; Homo sapiens; RNA-Seq | NA | Macular_R21_C23	Tissue	NA	NA	SAMN12189939	Eye
SRS5053825	SRR9631294	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3918860: Macular_R21_C13; Homo sapiens; RNA-Seq | NA | Macular_R21_C13	Tissue	NA	NA	SAMN12189940	Eye
SRS5053824	SRR9631293	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3918859: Macular_R20_C9; Homo sapiens; RNA-Seq | NA | Macular_R20_C9	Tissue	NA	NA	SAMN12189941	Eye
SRS5053823	SRR9631292	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3918858: Macular_R20_C63; Homo sapiens; RNA-Seq | NA | Macular_R20_C63	Tissue	NA	NA	SAMN12189942	Eye
SRS5053822	SRR9631291	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3918857: Macular_R20_C57; Homo sapiens; RNA-Seq | NA | Macular_R20_C57	Tissue	NA	NA	SAMN12189943	Eye
SRS5053821	SRR9631290	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3918856: Macular_R20_C53; Homo sapiens; RNA-Seq | NA | Macular_R20_C53	Tissue	NA	NA	SAMN12189944	Eye
SRS5053819	SRR9630401	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918447: Periph_Nuc_R52_C15; Homo sapiens; RNA-Seq | NA | Periph_Nuc_R52_C15	Tissue	NA	NA	SAMN12190191	Eye
SRS5053820	SRR9630400	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918446: Periph_Nuc_R51_C70; Homo sapiens; RNA-Seq | NA | Periph_Nuc_R51_C70	Tissue	NA	NA	SAMN12190194	Eye
SRS5053818	SRR9630399	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918445: Periph_Nuc_R51_C69; Homo sapiens; RNA-Seq | NA | Periph_Nuc_R51_C69	Tissue	NA	NA	SAMN12190195	Eye
SRS5053817	SRR9630398	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918444: Periph_Nuc_R51_C66; Homo sapiens; RNA-Seq | NA | Periph_Nuc_R51_C66	Tissue	NA	NA	SAMN12190196	Eye
SRS5053816	SRR9630397	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918443: Periph_Nuc_R51_C60; Homo sapiens; RNA-Seq | NA | Periph_Nuc_R51_C60	Tissue	NA	NA	SAMN12190197	Eye
SRS5053814	SRR9630396	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918442: Periph_Nuc_R51_C45; Homo sapiens; RNA-Seq | NA | Periph_Nuc_R51_C45	Tissue	NA	NA	SAMN12190198	Eye
SRS5053815	SRR9630395	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918441: Periph_Nuc_R51_C43; Homo sapiens; RNA-Seq | NA | Periph_Nuc_R51_C43	Tissue	NA	NA	SAMN12190200	Eye
SRS5053812	SRR9630394	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918440: Periph_Nuc_R51_C41; Homo sapiens; RNA-Seq | NA | Periph_Nuc_R51_C41	Tissue	NA	NA	SAMN12190201	Eye
SRS5053811	SRR9629641	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918007: Macu_Nuc_R48_C0; Homo sapiens; RNA-Seq | NA | Macu_Nuc_R48_C0	Tissue	NA	NA	SAMN12189419	Eye
SRS5053813	SRR9629640	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918006: Macu_Nuc_R47_C6; Homo sapiens; RNA-Seq | NA | Macu_Nuc_R47_C6	Tissue	NA	NA	SAMN12189461	Eye
SRS5053810	SRR9629639	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918005: Macu_Nuc_R47_C59; Homo sapiens; RNA-Seq | NA | Macu_Nuc_R47_C59	Tissue	NA	NA	SAMN12189462	Eye
SRS5053809	SRR9629638	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918004: Macu_Nuc_R47_C54; Homo sapiens; RNA-Seq | NA | Macu_Nuc_R47_C54	Tissue	NA	NA	SAMN12189463	Eye
SRS5053808	SRR9629637	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918003: Macu_Nuc_R47_C53; Homo sapiens; RNA-Seq | NA | Macu_Nuc_R47_C53	Tissue	NA	NA	SAMN12189523	Eye
SRS5053806	SRR9629636	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918002: Macu_Nuc_R47_C52; Homo sapiens; RNA-Seq | NA | Macu_Nuc_R47_C52	Tissue	NA	NA	SAMN12189524	Eye
SRS5053807	SRR9629635	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918001: Macu_Nuc_R47_C31; Homo sapiens; RNA-Seq | NA | Macu_Nuc_R47_C31	Tissue	NA	NA	SAMN12189464	Eye
SRS5053805	SRR9629634	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918000: Macu_Nuc_R47_C30; Homo sapiens; RNA-Seq | NA | Macu_Nuc_R47_C30	Tissue	NA	NA	SAMN12189521	Eye
SRS5053804	SRR9627937	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917183: Mac1cell_R36_C51; Homo sapiens; RNA-Seq | NA | Mac1cell_R36_C51	Tissue	NA	NA	SAMN12188364	Eye
SRS5053803	SRR9627936	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917182: Mac1cell_R36_C50; Homo sapiens; RNA-Seq | NA | Mac1cell_R36_C50	Tissue	NA	NA	SAMN12188365	Eye
SRS5053802	SRR9627935	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917181: Mac1cell_R36_C41; Homo sapiens; RNA-Seq | NA | Mac1cell_R36_C41	Tissue	NA	NA	SAMN12188366	Eye
SRS5053801	SRR9627934	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917180: Mac1cell_R36_C39; Homo sapiens; RNA-Seq | NA | Mac1cell_R36_C39	Tissue	NA	NA	SAMN12188367	Eye
SRS5053799	SRR9627933	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917179: Mac1cell_R35_C8; Homo sapiens; RNA-Seq | NA | Mac1cell_R35_C8	Tissue	NA	NA	SAMN12188369	Eye
SRS5053797	SRR9627932	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917178: Mac1cell_R35_C7; Homo sapiens; RNA-Seq | NA | Mac1cell_R35_C7	Tissue	NA	NA	SAMN12188370	Eye
SRS5053800	SRR9627931	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917177: Mac1cell_R35_C70; Homo sapiens; RNA-Seq | NA | Mac1cell_R35_C70	Tissue	NA	NA	SAMN12188371	Eye
SRS5053795	SRR9627930	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917176: Mac1cell_R35_C68; Homo sapiens; RNA-Seq | NA | Mac1cell_R35_C68	Tissue	NA	NA	SAMN12188373	Eye
SRS5053796	SRR9633322	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3923047: Per_R63_C63; Homo sapiens; RNA-Seq | NA | Per_R63_C63	Tissue	NA	NA	SAMN12201027	Eye
SRS5053798	SRR9633321	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3923046: Per_R63_C61; Homo sapiens; RNA-Seq | NA | Per_R63_C61	Tissue	NA	NA	SAMN12201028	Eye
SRS5053794	SRR9633320	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3923045: Per_R63_C60; Homo sapiens; RNA-Seq | NA | Per_R63_C60	Tissue	NA	NA	SAMN12201030	Eye
SRS5053793	SRR9633319	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3923044: Per_R63_C47; Homo sapiens; RNA-Seq | NA | Per_R63_C47	Tissue	NA	NA	SAMN12201031	Eye
SRS5053791	SRR9633318	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3923043: Per_R63_C45; Homo sapiens; RNA-Seq | NA | Per_R63_C45	Tissue	NA	NA	SAMN12201032	Eye
SRS5053789	SRR9633317	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3923042: Per_R63_C44; Homo sapiens; RNA-Seq | NA | Per_R63_C44	Tissue	NA	NA	SAMN12201033	Eye
SRS5053790	SRR9633316	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3923041: Per_R63_C41; Homo sapiens; RNA-Seq | NA | Per_R63_C41	Tissue	NA	NA	SAMN12201034	Eye
SRS5053792	SRR9633315	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3923040: Per_R63_C36; Homo sapiens; RNA-Seq | NA | Per_R63_C36	Tissue	NA	NA	SAMN12201029	Eye
SRS5053788	SRR9632393	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922599: Per_R21_C12; Homo sapiens; RNA-Seq | NA | Per_R21_C12	Tissue	NA	NA	SAMN12201578	Eye
SRS5053786	SRR9632392	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922598: Per_R20_C65; Homo sapiens; RNA-Seq | NA | Per_R20_C65	Tissue	NA	NA	SAMN12201579	Eye
SRS5053787	SRR9632391	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922597: Per_R20_C64; Homo sapiens; RNA-Seq | NA | Per_R20_C64	Tissue	NA	NA	SAMN12201580	Eye
SRS5053785	SRR9632390	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922596: Per_R20_C63; Homo sapiens; RNA-Seq | NA | Per_R20_C63	Tissue	NA	NA	SAMN12201581	Eye
SRS5053784	SRR9632389	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922595: Per_R20_C47; Homo sapiens; RNA-Seq | NA | Per_R20_C47	Tissue	NA	NA	SAMN12201582	Eye
SRS5053782	SRR9632388	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922594: Per_R20_C42; Homo sapiens; RNA-Seq | NA | Per_R20_C42	Tissue	NA	NA	SAMN12201583	Eye
SRS5053783	SRR9632387	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922593: Per_R20_C36; Homo sapiens; RNA-Seq | NA | Per_R20_C36	Tissue	NA	NA	SAMN12201584	Eye
SRS5053781	SRR9632386	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922592: Per_R20_C23; Homo sapiens; RNA-Seq | NA | Per_R20_C23	Tissue	NA	NA	SAMN12201585	Eye
SRS5053780	SRR9631473	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922159: Mac_R1_C26; Homo sapiens; RNA-Seq | NA | Mac_R1_C26	Tissue	NA	NA	SAMN12200331	Eye
SRS5053779	SRR9631472	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922158: Mac_R1_C10; Homo sapiens; RNA-Seq | NA | Mac_R1_C10	Tissue	NA	NA	SAMN12200332	Eye
SRS5053778	SRR9631471	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922157: Mac_R19_C33; Homo sapiens; RNA-Seq | NA | Mac_R19_C33	Tissue	NA	NA	SAMN12200333	Eye
SRS5053776	SRR9631470	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922156: Mac_R19_C30; Homo sapiens; RNA-Seq | NA | Mac_R19_C30	Tissue	NA	NA	SAMN12200334	Eye
SRS5053777	SRR9631469	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922155: Mac_R18_C52; Homo sapiens; RNA-Seq | NA | Mac_R18_C52	Tissue	NA	NA	SAMN12200335	Eye
SRS5053775	SRR9631468	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922154: Mac_R18_C35; Homo sapiens; RNA-Seq | NA | Mac_R18_C35	Tissue	NA	NA	SAMN12200336	Eye
SRS5053774	SRR9631387	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922153: Mac_R18_C1; Homo sapiens; RNA-Seq | NA | Mac_R18_C1	Tissue	NA	NA	SAMN12200337	Eye
SRS5053773	SRR9631386	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922152: Mac_R17_C59; Homo sapiens; RNA-Seq | NA | Mac_R17_C59	Tissue	NA	NA	SAMN12200338	Eye
SRS5053772	SRR9630121	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921447: sample_R45_C67; Homo sapiens; RNA-Seq | NA | sample_R45_C67	Tissue	NA	NA	SAMN12199454	Eye
SRS5053771	SRR9630120	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921446: sample_R45_C64; Homo sapiens; RNA-Seq | NA | sample_R45_C64	Tissue	NA	NA	SAMN12199397	Eye
SRS5053770	SRR9630119	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921445: sample_R45_C62; Homo sapiens; RNA-Seq | NA | sample_R45_C62	Tissue	NA	NA	SAMN12199398	Eye
SRS5053769	SRR9630118	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921444: sample_R45_C61; Homo sapiens; RNA-Seq | NA | sample_R45_C61	Tissue	NA	NA	SAMN12199399	Eye
SRS5053767	SRR9630117	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921443: sample_R45_C60; Homo sapiens; RNA-Seq | NA | sample_R45_C60	Tissue	NA	NA	SAMN12199400	Eye
SRS5053766	SRR9630116	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921442: sample_R45_C54; Homo sapiens; RNA-Seq | NA | sample_R45_C54	Tissue	NA	NA	SAMN12199401	Eye
SRS5053768	SRR9630115	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921441: sample_R45_C50; Homo sapiens; RNA-Seq | NA | sample_R45_C50	Tissue	NA	NA	SAMN12199402	Eye
SRS5053765	SRR9630114	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921440: sample_R45_C4; Homo sapiens; RNA-Seq | NA | sample_R45_C4	Tissue	NA	NA	SAMN12199403	Eye
SRS5053763	SRR9629113	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920999: sample_R24_C44; Homo sapiens; RNA-Seq | NA | sample_R24_C44	Tissue	NA	NA	SAMN12199813	Eye
SRS5053764	SRR9629112	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920998: sample_R24_C42; Homo sapiens; RNA-Seq | NA | sample_R24_C42	Tissue	NA	NA	SAMN12199814	Eye
SRS5053761	SRR9629111	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920997: sample_R24_C39; Homo sapiens; RNA-Seq | NA | sample_R24_C39	Tissue	NA	NA	SAMN12199815	Eye
SRS5053762	SRR9629110	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920996: sample_R24_C38; Homo sapiens; RNA-Seq | NA | sample_R24_C38	Tissue	NA	NA	SAMN12199875	Eye
SRS5053760	SRR9629109	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920995: sample_R24_C37; Homo sapiens; RNA-Seq | NA | sample_R24_C37	Tissue	NA	NA	SAMN12199876	Eye
SRS5053758	SRR9629108	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920994: sample_R24_C36; Homo sapiens; RNA-Seq | NA | sample_R24_C36	Tissue	NA	NA	SAMN12199877	Eye
SRS5053759	SRR9629107	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920993: sample_R24_C35; Homo sapiens; RNA-Seq | NA | sample_R24_C35	Tissue	NA	NA	SAMN12199878	Eye
SRS5053756	SRR9629106	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920992: sample_R24_C33; Homo sapiens; RNA-Seq | NA | sample_R24_C33	Tissue	NA	NA	SAMN12199879	Eye
SRS5053755	SRR9628193	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920559: Per_R49_C51; Homo sapiens; RNA-Seq | NA | Per_R49_C51	Tissue	NA	NA	SAMN12198888	Eye
SRS5053754	SRR9628192	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920558: Per_R49_C31; Homo sapiens; RNA-Seq | NA | Per_R49_C31	Tissue	NA	NA	SAMN12198889	Eye
SRS5053753	SRR9628191	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920557: Per_R48_C9; Homo sapiens; RNA-Seq | NA | Per_R48_C9	Tissue	NA	NA	SAMN12198890	Eye
SRS5053752	SRR9628190	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920556: Per_R48_C49; Homo sapiens; RNA-Seq | NA | Per_R48_C49	Tissue	NA	NA	SAMN12198891	Eye
SRS5053757	SRR9628189	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920555: Per_R48_C34; Homo sapiens; RNA-Seq | NA | Per_R48_C34	Tissue	NA	NA	SAMN12198892	Eye
SRS5053751	SRR9628188	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920554: Per_R48_C32; Homo sapiens; RNA-Seq | NA | Per_R48_C32	Tissue	NA	NA	SAMN12198893	Eye
SRS5053750	SRR9628107	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920553: Per_R47_C5; Homo sapiens; RNA-Seq | NA | Per_R47_C5	Tissue	NA	NA	SAMN12198895	Eye
SRS5053749	SRR9628106	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920552: Per_R47_C52; Homo sapiens; RNA-Seq | NA | Per_R47_C52	Tissue	NA	NA	SAMN12198896	Eye
SRS5053748	SRR9633808	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3920111: M_R52_C14; Homo sapiens; RNA-Seq | NA | M_R52_C14	Tissue	NA	NA	SAMN12198064	Eye
SRS5053747	SRR9633807	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3920110: M_R51_C71; Homo sapiens; RNA-Seq | NA | M_R51_C71	Tissue	NA	NA	SAMN12198083	Eye
SRS5053746	SRR9633806	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3920109: M_R51_C63; Homo sapiens; RNA-Seq | NA | M_R51_C63	Tissue	NA	NA	SAMN12198094	Eye
SRS5053745	SRR9633805	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3920108: M_R51_C62; Homo sapiens; RNA-Seq | NA | M_R51_C62	Tissue	NA	NA	SAMN12198105	Eye
SRS5053744	SRR9633804	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3920107: M_R51_C61; Homo sapiens; RNA-Seq | NA | M_R51_C61	Tissue	NA	NA	SAMN12198123	Eye
SRS5053743	SRR9633803	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3920106: M_R51_C47; Homo sapiens; RNA-Seq | NA | M_R51_C47	Tissue	NA	NA	SAMN12198142	Eye
SRS5053742	SRR9633802	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3920105: M_R51_C46; Homo sapiens; RNA-Seq | NA | M_R51_C46	Tissue	NA	NA	SAMN12198155	Eye
SRS5053741	SRR9633801	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3920104: M_R51_C42; Homo sapiens; RNA-Seq | NA | M_R51_C42	Tissue	NA	NA	SAMN12198171	Eye
SRS5053740	SRR9632826	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919671: Macular_R68_C69; Homo sapiens; RNA-Seq | NA | Macular_R68_C69	Tissue	NA	NA	SAMN12191213	Eye
SRS5053739	SRR9632825	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919670: Macular_R68_C65; Homo sapiens; RNA-Seq | NA | Macular_R68_C65	Tissue	NA	NA	SAMN12191214	Eye
SRS5053738	SRR9632824	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919669: Macular_R68_C64; Homo sapiens; RNA-Seq | NA | Macular_R68_C64	Tissue	NA	NA	SAMN12191216	Eye
SRS5053736	SRR9632823	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919668: Macular_R68_C58; Homo sapiens; RNA-Seq | NA | Macular_R68_C58	Tissue	NA	NA	SAMN12191131	Eye
SRS5053735	SRR9632822	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919667: Macular_R68_C54; Homo sapiens; RNA-Seq | NA | Macular_R68_C54	Tissue	NA	NA	SAMN12191132	Eye
SRS5053737	SRR9632821	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919666: Macular_R68_C50; Homo sapiens; RNA-Seq | NA | Macular_R68_C50	Tissue	NA	NA	SAMN12191133	Eye
SRS5053733	SRR9632820	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919665: Macular_R68_C49; Homo sapiens; RNA-Seq | NA | Macular_R68_C49	Tissue	NA	NA	SAMN12191134	Eye
SRS5053734	SRR9632819	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919664: Macular_R68_C42; Homo sapiens; RNA-Seq | NA | Macular_R68_C42	Tissue	NA	NA	SAMN12191135	Eye
SRS5053732	SRR9632081	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919247: Macular_R45_C60; Homo sapiens; RNA-Seq | NA | Macular_R45_C60	Tissue	NA	NA	SAMN12191181	Eye
SRS5053731	SRR9632080	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919246: Macular_R45_C59; Homo sapiens; RNA-Seq | NA | Macular_R45_C59	Tissue	NA	NA	SAMN12191182	Eye
SRS5053730	SRR9632079	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919245: Macular_R45_C48; Homo sapiens; RNA-Seq | NA | Macular_R45_C48	Tissue	NA	NA	SAMN12190893	Eye
SRS5053728	SRR9632078	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919244: Macular_R45_C47; Homo sapiens; RNA-Seq | NA | Macular_R45_C47	Tissue	NA	NA	SAMN12190894	Eye
SRS5053729	SRR9632077	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919243: Macular_R45_C45; Homo sapiens; RNA-Seq | NA | Macular_R45_C45	Tissue	NA	NA	SAMN12190895	Eye
SRS5053727	SRR9632076	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919242: Macular_R45_C3; Homo sapiens; RNA-Seq | NA | Macular_R45_C3	Tissue	NA	NA	SAMN12190896	Eye
SRS5053726	SRR9632075	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919241: Macular_R45_C36; Homo sapiens; RNA-Seq | NA | Macular_R45_C36	Tissue	NA	NA	SAMN12190897	Eye
